EMBC 11 95 2 10 8R 12
EMBC 11 95 2 10 8L 31
EMBC 11 92 2 10 5R 12
EMBC 11 92 2 10 5L 31
EMBC 11 93 2 10 6R 12
EMBC 11 93 2 10 6L 31
EMBC 11 94 2 10 7R 12
EMBC 11 94 2 10 7L 31
EMBC 11 95 2 10 8R 12
EMBC 11 95 2 10 8L 31
EMBC 11 92 2 10 5R 12
EMBC 11 92 2 10 5L 31
EMBC 11 93 2 10 6R 12
EMBC 11 93 2 10 6L 31
EMBC 11 94 2 10 7R 12
EMBC 11 94 2 10 7L 31
EMBC 11 95 2 10 8R 12
EMBC 11 95 2 10 8L 31
EMBC 12 96 2 11 5R 13 
EMBC 12 96 2 11 5L 32 
EMBC 12 97 2 11 6R 13 
EMBC 12 97 2 11 6L 32 
EMBC 12 98 2 11 7R 13 
EMBC 12 98 2 11 7L 32 
EMBC 12 99 2 11 8R 13 
EMBC 12 99 2 11 8L 32 
